hospital,emergency_cases,avg_stay,avg_cost
"and Sons Duke",1,21.0,30679.00
"Group Curtis",1,24.0,45790.00
"Hernandez PLC",1,5.0,23526.00
"Group Gilbert",1,20.0,15315.00
White-Moreno,1,16.0,16934.00
"LLC Parker",1,22.0,2659.00
Bradley-Flowers,1,7.0,32824.00
"and Ramsey Sons",1,7.0,42098.00
"Holt and Schaefer Khan,",1,3.0,40225.00
Brown-Williams,1,16.0,44399.00
Johnson-Simpson,1,5.0,44695.00
"and Salinas Hawkins, Murphy",1,9.0,25504.00
Wagner-Anderson,1,30.0,34460.00
"Wagner Brock Hawkins, and",1,7.0,17589.00
"Lopez LLC",1,26.0,3876.00
Newton-Ballard,1,4.0,17285.00
"and Perez Johnson, Foster",1,22.0,44268.00
"Miranda Inc",1,9.0,19706.00
"Aguilar, and Wilson Perez",1,19.0,35264.00
"Evans, Leblanc Fox and",1,4.0,11754.00
"Fisher Carlson Jones, and",1,21.0,7637.00
Rivera-Kemp,1,26.0,35489.00
Warner-Lopez,1,22.0,37706.00
"Robbins, and Harmon Orozco",1,30.0,8821.00
"Lynn, Long and Hurst",1,20.0,9979.00
Baker-Hogan,1,15.0,43667.00
"Kim Hodges, and Curtis",1,7.0,25202.00
"Adams Marshall, Taylor and",1,4.0,38672.00
"and Smith Pacheco Nguyen,",1,25.0,43342.00
"Jimenez and Gross, Hogan",1,25.0,4931.00
Jefferson-Thomas,1,11.0,17719.00
Howard-Woodard,1,22.0,35328.00
"Rivera Martin, and Bryant",1,19.0,48551.00
Ellis-Thomas,1,26.0,47251.00
"Patel Jackson, Atkins and",1,6.0,33057.00
"Swanson and Johnson Daniels,",1,9.0,9424.00
"and Gamble Salinas, Nash",1,19.0,16148.00
"and Mitchell, Alvarez Wilson",1,23.0,6041.00
"Price Ltd",1,16.0,30342.00
Roach-Moore,1,22.0,2478.00
"Harris Sanders, Castillo and",1,23.0,10733.00
"and Roman Byrd, Porter",1,3.0,24696.00
Crawford-Rosales,1,15.0,45088.00
"Bean Inc",1,27.0,32902.00
"Crawford Weiss Chan, and",1,30.0,16473.00
Evans-Johnson,1,16.0,37685.00
Hardy-Jones,1,15.0,2155.00
"Harmon PLC",1,3.0,47200.00
"and Sons Morris",1,19.0,33964.00
"Edwards Pearson, Grant and",1,16.0,17296.00
Gamble-Blanchard,1,27.0,24080.00
Elliott-Rogers,1,29.0,21771.00
"Miles Berry, Gutierrez and",1,15.0,45618.00
Rocha-Oneal,1,1.0,33289.00
"Group Kane",1,18.0,16247.00
"Ramos Shah and Thompson,",1,19.0,28947.00
"Odom Smith, and Carson",1,26.0,17075.00
"Singleton Ltd",1,4.0,28794.00
"Travis, Brewer Wise and",1,20.0,38148.00
"Yoder PLC",1,6.0,31060.00
"Arnold Walters Roth, and",1,6.0,23298.00
"Long and Pollard Fletcher,",1,6.0,28131.00
Lopez-Jones,1,17.0,14809.00
Shepherd-Franklin,1,25.0,16244.00
"Thomas Anderson, and Cox",1,18.0,7110.00
"and Delacruz Spencer Newton,",1,3.0,35172.00
Garza-Thompson,1,11.0,17064.00
"Smith Hill, and Dennis",1,18.0,27988.00
"Luna Davis and Lee,",1,11.0,19811.00
"Costa, Jones and Chavez",1,5.0,39124.00
Wood-Roach,1,8.0,40192.00
"Sons Berry and",1,6.0,20801.00
"Brown and Gregory, Rose",1,16.0,34618.00
Martin-Jones,1,15.0,31257.00
"Group Hurley",1,7.0,47367.00
"Wade, Johnston Gross and",1,6.0,30125.00
"Inc Neal",1,26.0,45027.00
Woodard-Baird,1,10.0,15632.00
Myers-Taylor,1,11.0,1922.00
Burke-Stein,1,26.0,17874.00
Gilbert-Miller,1,13.0,15516.00
Walsh-Hayes,1,4.0,19505.00
"and Ayers Swanson, Greer",1,13.0,11599.00
Navarro-Casey,1,13.0,27508.00
Bernard-Robles,1,4.0,45297.00
Cannon-Gray,1,20.0,31585.00
Griffin-Wall,1,12.0,14402.00
"and Lee, Scott Miller",1,6.0,7304.00
"PLC Andrews",1,18.0,32316.00
"Mcdaniel and Harper Phelps,",1,19.0,42382.00
"and Blair Rodriguez Wise,",1,19.0,7033.00
"Rogers Howard, Rodriguez and",1,22.0,44116.00
Holland-Allen,1,16.0,37633.00
Adams-Velasquez,1,30.0,6482.00
Hernandez-Dean,1,7.0,43345.00
"Ltd Wagner",1,19.0,25888.00
"Hill and Moore Barr,",1,16.0,38709.00
Smith-Ramos,1,16.0,2023.00
Lawrence-Turner,1,25.0,1425.00
"Johnston, Hensley Jones and",1,6.0,37905.00
Johnson-Nelson,1,10.0,18597.00
"Wilson, Johnson Wagner and",1,21.0,42088.00
Davis-Briggs,1,13.0,37348.00
Lawson-Park,1,20.0,40411.00
"Group Peterson",1,22.0,51958.00
Mason-Sims,1,4.0,33015.00
"Lopez Martin and Melendez,",1,1.0,12389.00
"Wallace Patel, Cunningham and",1,28.0,9873.00
Franco-Richardson,1,15.0,35763.00
Martin-Martin,1,27.0,15998.00
Robbins-Henry,1,14.0,1104.00
Gallegos-Hartman,1,7.0,705.00
"PLC Dougherty",1,15.0,6774.00
Stanley-Mcguire,1,26.0,33461.00
Warren-Brown,1,8.0,18118.00
Barnes-Hatfield,1,30.0,47501.00
Ward-Bowman,1,10.0,12267.00
Mora-Shaw,1,5.0,46303.00
Phillips-Maldonado,1,26.0,4596.00
Ford-Day,1,27.0,37504.00
"Lang Inc",1,15.0,12614.00
"Cross PLC",1,27.0,3761.00
"Norris, and Jackson Shepherd",1,17.0,32313.00
"Ltd Wu",1,21.0,9438.00
"Ltd Clements",1,20.0,27043.00
"Sons and Sims",1,8.0,16286.00
"and Walls Black Morgan,",1,29.0,19743.00
"Sexton Jones Reyes, and",1,21.0,30823.00
"Herrera Tyler, Owens and",1,2.0,15617.00
Norman-King,1,16.0,4687.00
Mcdonald-Harvey,1,24.0,21062.00
"Perez Chandler Park, and",1,8.0,11540.00
"and Dorsey, Noble Davis",1,24.0,25224.00
"and Lyons Young Morton,",1,18.0,47249.00
"Grant Group",1,19.0,19974.00
"and Smith, Day Barnett",1,12.0,16639.00
Williams-Medina,1,11.0,32048.00
"and Carroll Mckinney Griffin,",1,8.0,47170.00
Moore-Lee,1,5.0,29393.00
"Nolan Group",1,8.0,1201.00
Webb-Scott,1,8.0,9434.00
Taylor-Neal,1,7.0,7974.00
Singh-Hart,1,13.0,35072.00
Harris-Gonzalez,1,19.0,12462.00
"York Brown and Mendoza,",1,15.0,29293.00
"and Blair, Weiss Brooks",1,5.0,38196.00
"Howe Sons and",1,11.0,23145.00
Kelly-Brock,1,21.0,45678.00
Davis-Montoya,1,15.0,2921.00
Lawrence-Perkins,1,14.0,13380.00
"Francis PLC",1,23.0,39610.00
Contreras-Contreras,1,10.0,11035.00
"and Lopez Phillips, Mason",1,2.0,36100.00
"Horne and Jones Villa,",1,19.0,7646.00
"and Weber Miles, Nixon",1,30.0,12150.00
"Martin, May Lopez and",1,28.0,1307.00
"Robertson Beltran and Gibson,",1,22.0,20908.00
"Cobb, Lambert Campbell and",1,7.0,31904.00
"Huerta and Barnes Fisher,",1,12.0,29991.00
"Taylor, Walker and West",1,7.0,15243.00
"Martinez, and Jacobs Gutierrez",1,24.0,49144.00
Collins-Douglas,1,16.0,43091.00
"and Bennett Walker Johnston,",1,21.0,25284.00
Cooper-Young,1,10.0,45994.00
Turner-Garcia,1,14.0,44833.00
"and Daniel Jackson Burgess,",1,19.0,11639.00
"Barber and Johnson Williams,",1,3.0,11779.00
Estrada-Marshall,1,13.0,40175.00
Rogers-Morgan,1,27.0,3288.00
"Ltd Mendez",1,29.0,42242.00
"and Cooper Merritt Fletcher,",1,2.0,37269.00
"Walker, Rios Pittman and",1,12.0,26768.00
"Ltd Middleton",1,20.0,26911.00
Camacho-Arnold,1,2.0,247.00
"and Kim Sons",1,9.0,32974.00
"Garcia Johnson and Nelson,",1,23.0,36916.00
"and Moore, Johnson Curry",1,7.0,25616.00
"Lopez Manning, and Howard",1,28.0,33479.00
Green-Torres,1,5.0,2977.00
"Leblanc and Gill Wells,",1,1.0,17245.00
"Ray Inc",1,23.0,1550.00
"Ochoa Group",1,11.0,34808.00
"Woods, and Hawkins Gardner",1,7.0,24566.00
"and Price Peters, Sims",1,17.0,43023.00
Patterson-Oneill,1,21.0,43684.00
"and Davis, Butler Daniel",1,22.0,18048.00
Guzman-Parrish,1,21.0,42748.00
Leach-Williams,1,5.0,8790.00
"Inc Mitchell",1,15.0,29012.00
"Hogan Ltd",1,19.0,44189.00
Nichols-Garcia,1,18.0,23440.00
"and Sons Parker",1,20.0,31433.00
"Daniels Serrano, Smith and",1,14.0,16424.00
"Greer, and Welch Banks",1,7.0,39404.00
"Ltd Irwin",1,26.0,31175.00
"PLC Guerrero",1,16.0,16302.00
Jones-Henderson,1,14.0,33828.00
Day-Smith,1,5.0,36765.00
"Acosta, and Young Morrow",1,22.0,1857.00
"Ward LLC",1,3.0,35829.00
Jackson-Medina,1,6.0,35219.00
"Sparks and Moore, Bird",1,1.0,12321.00
"LLC Mckay",1,17.0,8643.00
Sparks-Wu,1,2.0,16386.00
"Barton, and Morrison Dean",1,1.0,11771.00
"Orozco and Sons",1,2.0,10090.00
"Gill Roberson and Davis,",1,22.0,17000.00
"LLC Barton",1,11.0,47463.00
"Perry and Lucero Stephenson,",1,1.0,28517.00
"and Kim Sullivan Perkins,",1,24.0,22057.00
Williams-Lewis,1,25.0,1277.00
"Hobbs Becker Collins, and",1,19.0,21984.00
Odom-Porter,1,26.0,12536.00
Rose-Wiley,1,13.0,883.00
"Pena Ltd",1,7.0,4551.00
Phillips-Patrick,1,12.0,21557.00
"Group Stuart",1,3.0,40514.00
Dunn-Knox,1,4.0,24046.00
Becker-Perez,1,6.0,5227.00
Robinson-Hodge,1,29.0,36464.00
"Group Henry",1,19.0,42395.00
"Webb, Smith and Combs",1,1.0,48032.00
"Collins and Marshall, Nash",1,1.0,21053.00
Walton-Cardenas,1,15.0,8435.00
"Stanley Ltd",1,25.0,22471.00
"Lewis Ramsey and Mclaughlin,",1,27.0,21159.00
Hale-Vega,1,30.0,49976.00
"Wong, and Richardson Buck",1,8.0,31375.00
"and Miller Velazquez Lambert,",1,11.0,35687.00
Ramirez-Noble,1,9.0,29140.00
Freeman-Moore,1,17.0,36669.00
Haas-Mata,1,4.0,24089.00
Eaton-Gutierrez,1,16.0,47003.00
Grant-Lee,1,4.0,44803.00
"Ruiz, and Vega Reyes",1,26.0,9755.00
"Fox Guzman James, and",1,7.0,13896.00
"Williams and Russo, Suarez",1,18.0,21582.00
Anderson-Smith,1,16.0,45515.00
"Richardson and Jones Howell,",1,28.0,18231.00
"Travis Inc",1,16.0,13778.00
"Warren and Sons",1,14.0,23023.00
"Sosa Murphy, and Alexander",1,27.0,36202.00
"and Salazar Smith, Walker",1,24.0,47553.00
Mckinney-Gardner,1,17.0,35722.00
"Deleon Inc",1,5.0,33993.00
"Inc Mcintosh",1,28.0,33806.00
"Jones Gomez, and Bryant",1,1.0,23016.00
"and Alvarez, Perkins Russell",1,14.0,38148.00
"Baker LLC",1,3.0,17388.00
Fox-Garcia,1,19.0,42241.00
"Beltran Mitchell, Brown and",1,29.0,22129.00
"and Stephens, Barnett Robinson",1,14.0,42552.00
"Collier Harris Gordon, and",1,16.0,24644.00
Perkins-Miller,1,17.0,14461.00
Gordon-Colon,1,27.0,18625.00
"Peterson and Flores Hutchinson,",1,25.0,24218.00
"LLC Evans",1,3.0,17651.00
Dennis-Armstrong,1,23.0,48159.00
"Ltd Leonard",1,7.0,5748.00
"LLC Gilmore",1,2.0,42534.00
"Inc Davis",1,24.0,10834.00
"and Cook Brown Gilmore,",1,19.0,21566.00
"Adams, and Rodriguez Wright",1,7.0,30777.00
"Montes Inc",1,20.0,18247.00
"and Hill Sons",1,1.0,16307.00
"and Townsend, Gonzalez Walker",1,18.0,26507.00
"Potts Johnson and Carlson,",1,10.0,12566.00
"LLC Acevedo",1,13.0,32860.00
"Horne Inc",1,16.0,9971.00
Rush-Mills,1,1.0,16141.00
"Holland Lopez and Baker,",1,8.0,45627.00
"Anderson Andrews, Henry and",1,18.0,13764.00
"Harris, Neal and Aguilar",1,21.0,27651.00
"Ayers Sons and",1,26.0,41450.00
Morton-Schmitt,1,19.0,7374.00
Rogers-Rivas,1,27.0,10429.00
"Summers Clark, Hughes and",1,12.0,40645.00
"Snyder, and Villarreal Cole",1,29.0,19184.00
Perry-Parks,1,7.0,25540.00
Potts-Jordan,1,14.0,38690.00
"Inc Hodges",1,15.0,8266.00
"Ruiz Ltd",1,15.0,24595.00
"Glenn Ltd",1,28.0,7435.00
Vargas-Morrow,1,17.0,31388.00
"Todd and Mullins, Smith",1,7.0,2692.00
"Mathews and Fisher, Jenkins",1,27.0,42711.00
"Cruz Ochoa, Tucker and",1,28.0,13266.00
Goodman-Nelson,1,11.0,47346.00
"and Sweeney Moore Jackson,",1,30.0,38472.00
"PLC Rasmussen",1,4.0,24160.00
Nguyen-Sims,1,18.0,19497.00
Medina-Nguyen,1,18.0,28634.00
"Randall Group",1,8.0,39983.00
"Ltd Bridges",1,26.0,2582.00
Armstrong-Hubbard,1,6.0,49468.00
"and Edwards, Smith Johnson",1,15.0,31922.00
"Chung LLC",1,16.0,34393.00
"and Sons Galloway",1,10.0,40620.00
"and Thomas, White Davila",1,16.0,9219.00
"Sanchez Bates, and Romero",1,21.0,31351.00
Ferguson-George,1,20.0,21998.00
Austin-Wade,1,7.0,7575.00
Ross-Richards,1,24.0,12440.00
"and Ochoa Weaver Moore,",1,7.0,25302.00
"Gross Ltd",1,25.0,17341.00
"Group Singleton",1,20.0,9608.00
"Thomas Skinner and Phillips,",1,16.0,13070.00
"Reeves, Franklin Hall and",1,8.0,23781.00
"and Lewis Wheeler Moon,",1,26.0,6555.00
"Scott Mitchell and Singh,",1,6.0,30380.00
"Chung and Sons",1,12.0,18487.00
"Inc Alvarez",1,27.0,10949.00
"Fisher and Hood, Wade",1,1.0,42248.00
Lopez-Stewart,1,21.0,45877.00
"Sons Pratt and",1,6.0,20005.00
Brewer-Hampton,1,16.0,25402.00
"Inc Benson",1,6.0,14959.00
"Lopez Singleton, Wright and",1,22.0,44768.00
Mitchell-Smith,1,22.0,41549.00
Lee-Burton,1,13.0,13359.00
Barrett-Pope,1,2.0,48675.00
"PLC Moody",1,14.0,11286.00
Ortega-Alexander,1,19.0,15850.00
"Newton, and Patel Atkinson",1,26.0,1623.00
Taylor-Martinez,1,14.0,47867.00
"Bond, and Lopez Poole",1,26.0,29867.00
Peters-Rosario,1,14.0,8636.00
Baker-Murphy,1,18.0,44530.00
"Hooper and Wilson, Bishop",1,27.0,29438.00
"Good PLC",1,14.0,49307.00
Pham-Frazier,1,3.0,11289.00
"and Carey, Griffin Khan",1,18.0,35428.00
Perez-Haynes,1,26.0,29638.00
Baxter-Young,1,2.0,49459.00
Luna-Jones,1,10.0,26045.00
"Lawson LLC",1,13.0,44269.00
"Weiss Group",1,13.0,14406.00
"Brown Mccall, and Brandt",1,27.0,22723.00
Bright-Long,1,21.0,23594.00
"and Sons Melton",1,8.0,38689.00
"Sons and Becker",1,2.0,18361.00
"and Castaneda Benson Knox,",1,1.0,37615.00
Oneill-Byrd,1,25.0,27334.00
"Kirk, and Jackson Taylor",1,6.0,45487.00
"Allen Thompson, and Mcdonald",1,13.0,49750.00
"Carroll, Matthews Baker and",1,13.0,42444.00
"Perez, Werner and Mcgee",1,23.0,22774.00
"Roy, and Valentine Maldonado",1,3.0,42474.00
Mckay-Ellis,1,13.0,44617.00
Adams-Howard,1,19.0,37664.00
"Rogers Gray, and Wright",1,13.0,2593.00
"Yang, White Frazier and",1,21.0,32384.00
"Valenzuela LLC",1,27.0,47617.00
Carlson-Brown,1,28.0,20850.00
"Bailey Mason, Larsen and",1,14.0,43654.00
"LLC Torres",1,6.0,45464.00
"Garcia, Durham Smith and",1,15.0,33899.00
Richards-Wells,1,18.0,10182.00
"and Garcia Wright, Mason",1,1.0,31075.00
Bailey-Hernandez,1,17.0,49838.00
"Mathews and Cooper, Johnson",1,20.0,32600.00
"Kelley Moore and Adams,",1,29.0,28050.00
"Sawyer, and Smith Flores",1,15.0,31185.00
Harrell-Butler,1,21.0,34983.00
Ray-Little,1,10.0,29916.00
"Garcia, and Reyes Carey",1,30.0,43591.00
Morgan-Greene,1,19.0,33786.00
"Barnes and Brown, Hart",1,1.0,25134.00
"Bennett, Johnston and Welch",1,21.0,41579.00
Mcfarland-Williams,1,4.0,31766.00
Peterson-Jones,1,4.0,7745.00
"and Young, Williams Simpson",1,13.0,34109.00
"Williams Armstrong Richmond, and",1,11.0,24659.00
"Joyce, and Miller Castillo",1,4.0,47517.00
Ramos-Estrada,1,17.0,20552.00
"Combs and Sons",1,10.0,27883.00
"Day Wyatt and Mccarthy,",1,21.0,6745.00
"Hart, and Bennett Carroll",1,21.0,47641.00
Mitchell-Cross,1,24.0,30450.00
"Walton and Wise Daniel,",1,1.0,39350.00
Smith-Kennedy,1,13.0,11191.00
"Carrillo and Chang, Flynn",1,22.0,19975.00
Harrison-Davis,1,1.0,30654.00
"Perez and Anderson Wang,",1,5.0,33079.00
"Romero and Kelly, Silva",1,27.0,9493.00
Skinner-Lee,1,9.0,21774.00
"Mckenzie Ltd",1,5.0,48021.00
Reed-Camacho,1,26.0,31946.00
"Group Oneal",1,17.0,45835.00
"Nelson, Wall and Coffey",1,26.0,20013.00
Adams-Lee,1,27.0,38656.00
Fischer-Marquez,1,8.0,33433.00
"Graham and Nunez Campbell,",1,15.0,30345.00
"House, and Coffey Davis",1,1.0,36353.00
Taylor-Evans,1,7.0,18893.00
"Thomas, Miller Leon and",1,15.0,8458.00
"Mason Mccarthy Martinez, and",1,26.0,8052.00
"Charles and Dillon Beck,",1,25.0,6393.00
"Martin, Gonzalez and Gonzalez",1,29.0,25952.00
Velez-Phillips,1,18.0,35704.00
Herrera-Jones,1,15.0,42100.00
"Group Stewart",1,23.0,35159.00
Price-Schmidt,1,11.0,11382.00
Lowery-Torres,1,10.0,16139.00
"and Lewis, Douglas Rodriguez",1,8.0,48295.00
"Wells Ramirez Wood, and",1,21.0,37608.00
Simpson-Ward,1,29.0,27696.00
Walker-Hayes,1,10.0,41558.00
"and Prince Sons",1,1.0,47148.00
Mullen-Jackson,1,10.0,47704.00
"Hicks and Powers, Dixon",1,4.0,27056.00
Vasquez-Perez,1,22.0,2019.00
Scott-Chaney,1,8.0,3944.00
"Rodriguez, and Cervantes David",1,23.0,34831.00
"Thompson, and Hawkins Flores",1,6.0,10020.00
"and Henderson, Brandt Tucker",1,25.0,30349.00
Norman-Williams,1,24.0,20925.00
"Willis Cabrera, and Orozco",1,14.0,35797.00
"Ltd Bishop",1,7.0,4627.00
Armstrong-James,1,2.0,33717.00
Avery-Orozco,1,12.0,34905.00
Smith-Cunningham,1,11.0,31467.00
Lawson-Caldwell,1,3.0,44942.00
Anderson-Mullins,1,19.0,39292.00
"Group Cooke",1,27.0,17457.00
Lewis-Howard,1,1.0,42092.00
Sanchez-Buck,1,1.0,41514.00
Nguyen-Lopez,1,25.0,11636.00
Wilson-Paul,1,13.0,21931.00
Riggs-Bird,1,20.0,19209.00
"Sons and Waters",1,6.0,6782.00
"Harmon and Henry Edwards,",1,22.0,2843.00
"Inc Ray",1,17.0,8998.00
"Howard and Allen, Gutierrez",1,13.0,2761.00
Carroll-Williamson,1,13.0,9859.00
"Sons and Bowers",1,30.0,38358.00
"Sawyer Inc",1,27.0,1293.00
Wood-Alexander,1,24.0,37892.00
"Adams Novak, and James",1,18.0,40544.00
Washington-Kirby,1,22.0,26106.00
"Ross LLC",1,21.0,7280.00
Gomez-Santiago,1,15.0,48125.00
"Inc Gay",1,5.0,38899.00
"Williams, Vargas and Salas",1,15.0,20326.00
"Lozano, Avila and Jacobson",1,6.0,19948.00
Miranda-Shelton,1,12.0,2199.00
"Smith, and Ferguson Miller",1,6.0,41739.00
Nelson-Clark,1,25.0,36498.00
"LLC Middleton",1,28.0,3391.00
White-Fox,1,27.0,45167.00
"Ramirez, King and Norton",1,4.0,11174.00
Price-Wise,1,26.0,20894.00
"Wood Burton Lawson, and",1,2.0,24732.00
"Hughes, Miranda Reynolds and",1,9.0,18598.00
"Reed Mcintyre and Johnson,",1,19.0,45953.00
Greene-Miller,1,9.0,42086.00
Gonzales-Harris,1,21.0,42596.00
"Hamilton Ellis, and Williams",1,30.0,35505.00
Moore-Murphy,1,11.0,27347.00
"and Mendoza Clarke Tucker,",1,28.0,13168.00
"and Hall Johnson, Brown",1,24.0,14542.00
Martin-Campos,1,22.0,36887.00
"and Smith Allen David,",1,8.0,17878.00
Harrell-Jones,1,22.0,3903.00
Garcia-Contreras,1,9.0,13328.00
"Lynch, and Pugh Ayala",1,7.0,41306.00
"Gallagher Clark, House and",1,26.0,14217.00
"Abbott Ltd",1,19.0,29878.00
"Wallace, Vargas Davenport and",1,13.0,49598.00
Reed-Williams,1,10.0,44127.00
"Larson Howell Sparks, and",1,15.0,17959.00
"Inc Barker",1,9.0,16891.00
Keller-Ford,1,30.0,45857.00
Pearson-Townsend,1,22.0,27722.00
"and Gardner, Brown Reyes",1,14.0,19106.00
Moody-Mcintyre,1,11.0,46639.00
Mccoy-Burns,1,9.0,24214.00
"Lewis and Blair Coleman,",1,14.0,3392.00
Moran-Reed,1,11.0,4508.00
"Patterson Kim, Boyd and",1,18.0,42592.00
"Mays Chase, and Wall",1,29.0,42973.00
King-Rowland,1,19.0,1789.00
"Group Reyes",1,24.0,12298.00
Taylor-King,1,22.0,11469.00
"Maddox Craig, Ashley and",1,19.0,46223.00
"Jimenez, Adams and Moore",1,7.0,24109.00
"Fields Ltd",1,5.0,30281.00
"LLC Weaver",1,26.0,13239.00
"and Davis, Short Anderson",1,5.0,33039.00
"Evans and Jackson Simmons,",1,2.0,45111.00
Cobb-Cohen,1,23.0,46094.00
"and Sons Costa",1,27.0,11385.00
"Group Montgomery",1,29.0,47408.00
Armstrong-Williams,1,14.0,23419.00
"Rodriguez and Hendricks Ray,",1,4.0,34487.00
"Moore and Williams, Lara",1,25.0,30570.00
Jackson-Thompson,1,7.0,46272.00
Holder-Griffin,1,16.0,47989.00
Pugh-Acevedo,1,23.0,51053.00
"Inc Meyer",1,2.0,12943.00
"Baird Bryant, Kim and",1,2.0,46473.00
Palmer-Smith,1,28.0,1597.00
"and Simmons Simmons Valdez,",1,30.0,41368.00
"Pitts Inc",1,2.0,13670.00
"Group Grimes",1,21.0,11184.00
"Parrish Griffin and Burke,",1,14.0,18454.00
Romero-Dennis,1,10.0,33341.00
Velez-Hanna,1,6.0,19575.00
"Patel and Sons",1,21.0,16065.00
"LLC Howell",1,18.0,4705.00
"Cook, Diaz Campbell and",1,24.0,22904.00
Shepherd-Hall,1,19.0,10289.00
"Cruz Morrison, Harris and",1,25.0,48885.00
Richards-Lane,1,9.0,44249.00
"Fowler, and Bauer Welch",1,13.0,18393.00
"and James Smith George,",1,22.0,28927.00
Goodman-Williams,1,26.0,40461.00
"Garner Inc",1,29.0,3143.00
Irwin-Medina,1,5.0,20909.00
Roy-Rocha,1,22.0,14838.00
"Hayes PLC",1,20.0,43835.00
Anderson-Schmitt,1,29.0,10989.00
"Wiggins Hanson, and Johnson",1,26.0,18578.00
"Moore Cisneros Clark, and",1,13.0,15043.00
"Hart Conrad, and Tanner",1,4.0,24311.00
"Harper Strong Smith, and",1,1.0,7891.00
Mcknight-Buck,1,1.0,14720.00
"PLC Clay",1,27.0,50548.00
"Edwards and Swanson, Reyes",1,26.0,32601.00
Hogan-Rollins,1,21.0,11536.00
"PLC Owens",1,28.0,42606.00
Bush-Khan,1,2.0,34615.00
"Sons and Murray",1,12.0,29767.00
Ruiz-Sanchez,1,23.0,49836.00
Ramirez-Green,1,26.0,24779.00
Martinez-Fowler,1,9.0,5530.00
"Ltd Bryant",1,20.0,8358.00
Molina-Green,1,7.0,2293.00
"and Arias, Hogan May",1,3.0,23336.00
"Fox Young, and Velasquez",1,2.0,22826.00
"and Stewart Brown Perez,",1,7.0,7021.00
"Watson and Anderson, Lutz",1,11.0,20090.00
Cobb-Rivera,1,15.0,50239.00
Travis-Trevino,1,30.0,42928.00
Chen-Hicks,1,7.0,47707.00
Clark-Grimes,1,11.0,30857.00
Welch-Lee,1,30.0,23911.00
"and Russell Duarte Lewis,",1,16.0,27014.00
"Sims Inc",1,24.0,47879.00
Reynolds-Frazier,1,29.0,41095.00
"LLC Glass",1,13.0,44313.00
"Moore, and Richardson Hanson",1,28.0,19192.00
"Allen and Decker, Gonzales",1,9.0,13080.00
Jimenez-Meyers,1,11.0,47333.00
Villarreal-Miller,1,17.0,3838.00
Davidson-Martin,1,11.0,37998.00
Middleton-Jackson,1,10.0,26065.00
Tate-Payne,1,23.0,40112.00
"Webb and Duffy Valencia,",1,29.0,5262.00
"Leonard and Turner, Berger",1,14.0,38849.00
"Inc Love",1,5.0,31148.00
Lara-Manning,1,6.0,32968.00
Mays-Gutierrez,1,10.0,8003.00
"Sons and Jones",1,30.0,3378.00
"and Bailey Barnes Vasquez,",1,7.0,47613.00
Smith-Davenport,1,29.0,41332.00
Buck-Sanders,1,17.0,38645.00
"Cross Irwin, and Cherry",1,25.0,31807.00
Weaver-Bishop,1,8.0,36430.00
"Sons and Reynolds",1,15.0,7878.00
"and Harris, Morgan Wilkinson",1,27.0,27978.00
"Lee, and Nicholson Ewing",1,21.0,50962.00
Pacheco-Estrada,1,26.0,15746.00
"Jones Walters, and Nelson",1,21.0,11010.00
"Sons Cox and",1,12.0,40175.00
"Lloyd Wright and Jackson,",1,26.0,45156.00
Brooks-Wells,1,24.0,19995.00
Patterson-Gentry,1,29.0,47546.00
Miller-Park,1,24.0,4593.00
"Mullins and Scott Hernandez,",1,3.0,31189.00
"Cannon and Marquez, Mcguire",1,12.0,50676.00
Lee-Orozco,1,2.0,43196.00
Barnes-Butler,1,6.0,7285.00
Dominguez-White,1,23.0,25365.00
"Gonzalez Williams, Sanchez and",1,3.0,5917.00
"Serrano and Sweeney Anderson,",1,12.0,33454.00
"Stanley and Martinez, Myers",1,7.0,43550.00
Davis-Martinez,1,13.0,45064.00
"Sampson, Wilson and Brown",1,22.0,14765.00
"PLC Vasquez",1,21.0,48553.00
"Jones Ochoa, and Cook",1,21.0,15386.00
"Braun LLC",1,7.0,23560.00
"Davis, and Clay Faulkner",1,12.0,42237.00
Foster-Roach,1,4.0,20986.00
"Irwin, Cain and Scott",1,5.0,45548.00
Ferguson-Molina,1,1.0,31661.00
Weaver-Kelley,1,19.0,17414.00
"Vazquez Group",1,11.0,37431.00
"Jones Martin, Blackburn and",1,17.0,15492.00
Patel-Walsh,1,20.0,35334.00
Lutz-Boyer,1,18.0,37759.00
Robinson-Hall,1,23.0,13006.00
Price-Johnson,1,2.0,10793.00
Martinez-Franklin,1,4.0,39481.00
Atkins-Villegas,1,19.0,29027.00
Marquez-Hatfield,1,28.0,29797.00
"Malone LLC",1,6.0,41594.00
"PLC Deleon",1,20.0,34052.00
"and Roach Paul, Grant",1,28.0,6697.00
"Lee, Hendrix Ashley and",1,28.0,5905.00
"and Wright Robinson, Fuller",1,11.0,36128.00
"Mejia Patrick, Shepherd and",1,28.0,44100.00
"Stewart and White, Parker",1,15.0,12400.00
"Ltd Schmidt",1,28.0,36287.00
"Cochran Sons and",1,18.0,34367.00
"Green, and Miller Beard",1,1.0,40016.00
King-Martin,1,20.0,34314.00
"and Miller Pierce, Morales",1,20.0,40295.00
"PLC Mullen",1,5.0,49291.00
"and Smith Lewis Cherry,",1,15.0,39692.00
Stevens-Thomas,1,8.0,12234.00
"Martin, Galloway and Wells",1,13.0,28634.00
"Burns Inc",1,4.0,15391.00
"Olson and Sons",1,22.0,14313.00
