id,delivery_satisfaction,food_quality_satisfaction,delivery_time_satisfaction,order_accuracy,delivery_satisfaction_level,food_quality_level
8099,1,1,1,Yes,Low,Low
8100,5,5,5,Yes,High,High
8101,2,2,2,Yes,Medium,Medium
8102,3,3,3,No,Medium,Medium
8126,5,5,5,Yes,High,High
8127,3,3,3,Yes,Medium,Medium
8128,4,2,2,No,High,Medium
8129,5,2,2,Yes,High,Medium
8130,2,4,4,Yes,Medium,High
8131,5,4,4,Yes,High,High
8132,1,3,3,Yes,Low,Medium
8133,3,5,5,No,Medium,High
8134,5,3,3,Yes,High,Medium
8135,3,1,1,Yes,Medium,Low
8136,5,5,5,Yes,High,High
8137,2,5,5,No,Medium,High
8138,4,2,2,Yes,High,Medium
8139,3,1,1,Yes,Medium,Low
8140,1,5,5,Yes,Low,High
8141,5,2,2,Yes,High,Medium
8142,2,3,3,No,Medium,Medium
8144,5,5,5,Yes,High,High
8145,2,3,3,Yes,Medium,Medium
8146,5,4,4,Yes,High,High
8147,3,5,5,No,Medium,High
8148,1,2,2,Yes,Low,Medium
8149,5,5,5,Yes,High,High
8150,3,1,1,Yes,Medium,Low
8151,2,3,3,Yes,Medium,Medium
8152,2,5,5,Yes,Medium,High
8153,4,3,3,Yes,High,Medium
8154,4,5,5,No,High,High
8155,3,2,2,Yes,Medium,Medium
8156,5,4,4,Yes,High,High
8157,3,3,3,Yes,Medium,Medium
8158,1,1,1,Yes,Low,Low
8159,5,5,5,Yes,High,High
8160,5,2,2,Yes,High,Medium
8161,2,4,4,Yes,Medium,High
8162,1,5,5,Yes,Low,High
8163,5,2,2,No,High,Medium
8164,2,5,5,Yes,Medium,High
8165,3,3,3,No,Medium,Medium
8166,5,1,1,Yes,High,Low
8167,3,5,5,Yes,Medium,High
8168,4,3,3,No,High,Medium
8169,5,2,2,Yes,High,Medium
8170,2,2,2,Yes,Medium,Medium
8171,5,4,4,Yes,High,High
8172,1,4,4,Yes,Low,High
8173,3,3,3,No,Medium,Medium
8174,5,5,5,Yes,High,High
8175,3,3,3,Yes,Medium,Medium
8176,5,1,1,Yes,High,Low
8177,2,5,5,No,Medium,High
8178,4,5,5,Yes,High,High
8179,3,2,2,Yes,Medium,Medium
8180,1,1,1,Yes,Low,Low
8181,5,5,5,Yes,High,High
8182,2,2,2,No,Medium,Medium
8183,4,3,3,Yes,High,Medium
8184,5,5,5,Yes,High,High
8185,2,3,3,Yes,Medium,Medium
8186,5,4,4,Yes,High,High
8187,3,5,5,No,Medium,High
8188,1,2,2,Yes,Low,Medium
8189,5,5,5,Yes,High,High
8190,3,1,1,Yes,Medium,Low
8191,2,3,3,Yes,Medium,Medium
8192,2,5,5,Yes,Medium,High
8193,4,3,3,Yes,High,Medium
8194,4,5,5,No,High,High
8195,3,2,2,Yes,Medium,Medium
8196,5,4,4,Yes,High,High
8197,3,3,3,Yes,Medium,Medium
8198,1,1,1,Yes,Low,Low
8199,5,5,5,Yes,High,High
8200,5,2,2,Yes,High,Medium
8201,2,4,4,Yes,Medium,High
8202,1,5,5,Yes,Low,High
8203,5,2,2,No,High,Medium
8204,2,5,5,Yes,Medium,High
8205,3,3,3,No,Medium,Medium
8206,5,1,1,Yes,High,Low
8207,3,5,5,Yes,Medium,High
8208,4,3,3,No,High,Medium
8209,5,2,2,Yes,High,Medium
8210,2,2,2,Yes,Medium,Medium
8211,5,4,4,Yes,High,High
8212,1,4,4,Yes,Low,High
8213,3,3,3,No,Medium,Medium
8214,5,5,5,Yes,High,High
8215,3,3,3,Yes,Medium,Medium
8216,5,1,1,Yes,High,Low
8217,2,5,5,No,Medium,High
8218,4,5,5,Yes,High,High
8219,3,2,2,Yes,Medium,Medium
8220,1,1,1,Yes,Low,Low
8221,5,5,5,Yes,High,High
8222,2,2,2,No,Medium,Medium
8223,4,3,3,Yes,High,Medium
8224,5,5,5,Yes,High,High
8225,2,3,3,Yes,Medium,Medium
8226,5,4,4,Yes,High,High
8227,3,5,5,No,Medium,High
8228,1,2,2,Yes,Low,Medium
8229,5,5,5,Yes,High,High
8230,3,1,1,Yes,Medium,Low
8231,2,3,3,Yes,Medium,Medium
8232,2,5,5,Yes,Medium,High
8233,4,3,3,Yes,High,Medium
8234,4,5,5,No,High,High
8235,3,2,2,Yes,Medium,Medium
8236,5,4,4,Yes,High,High
8237,3,3,3,Yes,Medium,Medium
8238,1,1,1,Yes,Low,Low
8239,5,5,5,Yes,High,High
8240,5,2,2,Yes,High,Medium
8241,2,4,4,Yes,Medium,High
8242,1,5,5,Yes,Low,High
8243,5,2,2,No,High,Medium
8244,2,5,5,Yes,Medium,High
8245,3,3,3,No,Medium,Medium
8246,5,1,1,Yes,High,Low
8247,3,5,5,Yes,Medium,High
8248,4,3,3,No,High,Medium
8249,5,2,2,Yes,High,Medium
8250,2,2,2,Yes,Medium,Medium
8251,5,4,4,Yes,High,High
8252,1,4,4,Yes,Low,High
8253,3,3,3,No,Medium,Medium
8254,5,5,5,Yes,High,High
8255,3,3,3,Yes,Medium,Medium
8256,5,1,1,Yes,High,Low
8257,2,5,5,No,Medium,High
8258,4,5,5,Yes,High,High
8259,3,2,2,Yes,Medium,Medium
8260,1,1,1,Yes,Low,Low
8261,5,5,5,Yes,High,High
8262,2,2,2,No,Medium,Medium
8263,4,3,3,Yes,High,Medium
8264,5,5,5,Yes,High,High
8265,2,3,3,Yes,Medium,Medium
8266,5,4,4,Yes,High,High
8267,3,5,5,No,Medium,High
8268,1,2,2,Yes,Low,Medium
8269,5,5,5,Yes,High,High
8270,3,1,1,Yes,Medium,Low
8271,2,3,3,Yes,Medium,Medium
8272,2,5,5,Yes,Medium,High
8273,4,3,3,Yes,High,Medium
8274,4,5,5,No,High,High
8275,3,2,2,Yes,Medium,Medium
8276,5,4,4,Yes,High,High
8277,3,3,3,Yes,Medium,Medium
8278,1,1,1,Yes,Low,Low
8279,5,5,5,Yes,High,High
8280,5,2,2,Yes,High,Medium
8281,2,4,4,Yes,Medium,High
8282,1,5,5,Yes,Low,High
8283,5,2,2,No,High,Medium
8284,2,5,5,Yes,Medium,High
8285,3,3,3,No,Medium,Medium
8287,5,5,5,Yes,High,High
8288,3,3,3,No,Medium,Medium
8289,4,2,2,Yes,High,Medium
8290,5,2,2,Yes,High,Medium
8291,2,4,4,Yes,Medium,High
8292,5,4,4,Yes,High,High
8293,1,3,3,No,Low,Medium
8294,3,5,5,Yes,Medium,High
8295,5,3,3,Yes,High,Medium
8296,3,1,1,Yes,Medium,Low
8297,5,5,5,No,High,High
8298,2,5,5,Yes,Medium,High
8299,4,2,2,Yes,High,Medium
8300,3,1,1,Yes,Medium,Low
8301,1,5,5,Yes,Low,High
8302,5,2,2,No,High,Medium
8303,2,3,3,Yes,Medium,Medium
8318,3,5,4,Yes,Medium,High
8319,1,3,5,Yes,Low,Medium
8320,5,4,2,Yes,High,High
8321,5,5,5,Yes,High,High
8322,2,2,1,Yes,Medium,Medium
8323,1,5,3,No,Low,High
8324,5,1,5,Yes,High,Low
8325,2,3,3,No,Medium,Medium
8326,3,5,5,Yes,Medium,High
8327,5,3,2,Yes,High,Medium
8328,3,5,4,No,Medium,High
8329,4,2,3,Yes,High,Medium
8330,5,4,1,Yes,High,High
8331,2,3,5,Yes,Medium,Medium
8332,5,1,2,Yes,High,Low
8333,1,5,4,No,Low,High
8334,3,2,5,Yes,Medium,Medium
8335,5,4,2,Yes,High,High
8336,3,5,5,Yes,Medium,High
8337,5,2,3,No,High,Medium
8338,2,5,1,Yes,Medium,High
8339,4,3,5,Yes,High,Medium
8340,3,1,3,Yes,Medium,Low
8341,1,5,2,Yes,Low,High
8342,5,3,2,No,High,Medium
8343,2,2,4,Yes,Medium,Medium
8344,4,2,4,Yes,High,Medium
8345,5,4,3,Yes,High,High
8346,2,4,5,Yes,Medium,High
8347,5,3,3,No,High,Medium
8348,3,5,1,Yes,Medium,High
8349,1,3,5,Yes,Low,Medium
8350,5,1,5,Yes,High,Low
8351,3,5,2,Yes,Medium,High
8352,2,5,1,Yes,Medium,High
8353,2,2,5,Yes,Medium,Medium
8354,4,1,2,No,High,Low
8355,4,5,3,Yes,High,High
8356,3,2,5,Yes,Medium,Medium
8357,5,3,3,Yes,High,Medium
8358,3,5,4,Yes,Medium,High
8359,1,3,5,Yes,Low,Medium
8360,5,4,2,Yes,High,High
8361,5,5,5,Yes,High,High
8362,2,2,1,Yes,Medium,Medium
8363,1,5,3,No,Low,High
8364,5,1,5,Yes,High,Low
8365,2,3,3,No,Medium,Medium
8366,3,5,5,Yes,Medium,High
8367,5,3,2,Yes,High,Medium
8368,3,5,4,No,Medium,High
8369,4,2,3,Yes,High,Medium
8370,5,4,1,Yes,High,High
8371,2,3,5,Yes,Medium,Medium
8372,5,1,2,Yes,High,Low
8373,1,5,4,No,Low,High
8374,3,2,5,Yes,Medium,Medium
8375,5,4,2,Yes,High,High
8376,3,5,5,Yes,Medium,High
8377,5,2,3,No,High,Medium
8378,2,5,1,Yes,Medium,High
8379,4,3,5,Yes,High,Medium
8380,3,1,3,Yes,Medium,Low
8381,1,5,2,Yes,Low,High
8382,5,3,2,No,High,Medium
8383,2,2,4,Yes,Medium,Medium
8384,4,2,4,Yes,High,Medium
8385,5,4,3,Yes,High,High
8386,2,4,5,Yes,Medium,High
8387,5,3,3,No,High,Medium
8388,3,5,1,Yes,Medium,High
8389,1,3,5,Yes,Low,Medium
8390,5,1,5,Yes,High,Low
8391,3,5,2,Yes,Medium,High
8392,2,5,1,Yes,Medium,High
8393,2,2,5,Yes,Medium,Medium
8394,4,1,2,No,High,Low
8395,4,5,3,Yes,High,High
8396,3,2,5,Yes,Medium,Medium
8397,5,3,3,Yes,High,Medium
8398,3,5,4,Yes,Medium,High
8399,1,3,5,Yes,Low,Medium
8400,5,4,2,Yes,High,High
8401,5,5,5,Yes,High,High
8402,2,2,1,Yes,Medium,Medium
8403,1,5,3,No,Low,High
8404,5,1,5,Yes,High,Low
8405,2,3,3,No,Medium,Medium
8406,3,5,5,Yes,Medium,High
8407,5,3,2,Yes,High,Medium
8408,3,5,4,No,Medium,High
8409,4,2,3,Yes,High,Medium
8410,5,4,1,Yes,High,High
8411,2,3,5,Yes,Medium,Medium
8412,5,1,2,Yes,High,Low
8413,1,5,4,No,Low,High
8414,3,2,5,Yes,Medium,Medium
8415,5,4,2,Yes,High,High
8416,3,5,5,Yes,Medium,High
8417,5,2,3,No,High,Medium
8418,2,5,1,Yes,Medium,High
8419,4,3,5,Yes,High,Medium
8420,3,1,3,Yes,Medium,Low
8421,1,5,2,Yes,Low,High
8422,5,3,2,No,High,Medium
8423,2,2,4,Yes,Medium,Medium
8424,4,2,4,Yes,High,Medium
8425,5,4,3,Yes,High,High
8426,2,4,5,Yes,Medium,High
8427,5,3,3,No,High,Medium
8428,3,5,1,Yes,Medium,High
8429,1,3,5,Yes,Low,Medium
8430,5,1,5,Yes,High,Low
8431,3,5,2,Yes,Medium,High
8432,2,5,1,Yes,Medium,High
8433,2,2,5,Yes,Medium,Medium
8434,4,1,2,No,High,Low
8435,4,5,3,Yes,High,High
8436,3,2,5,Yes,Medium,Medium
8437,5,3,3,Yes,High,Medium
8438,3,5,4,Yes,Medium,High
8439,1,3,5,Yes,Low,Medium
8440,5,4,2,Yes,High,High
8441,5,5,5,Yes,High,High
8442,2,2,1,Yes,Medium,Medium
8443,1,5,3,No,Low,High
8444,5,1,5,Yes,High,Low
8445,2,3,3,No,Medium,Medium
8446,3,5,5,Yes,Medium,High
8448,5,5,4,No,High,High
8449,3,2,3,Yes,Medium,Medium
8450,4,4,1,Yes,High,High
8451,5,3,5,Yes,High,Medium
8452,2,1,2,Yes,Medium,Low
8453,5,5,4,No,High,High
8454,1,2,5,Yes,Low,Medium
8455,3,4,2,Yes,Medium,High
8456,5,5,5,Yes,High,High
8457,3,2,3,No,Medium,Medium
8458,5,5,1,Yes,High,High
8459,2,3,5,Yes,Medium,Medium
8460,4,1,3,Yes,High,Low
8461,3,5,2,Yes,Medium,High
8462,1,3,2,No,Low,Medium
8463,5,2,4,Yes,High,Medium
8464,2,2,4,Yes,Medium,Medium
8465,4,4,3,Yes,High,High
8466,5,4,5,Yes,High,High
8467,2,3,3,No,Medium,Medium
8468,5,5,1,Yes,High,High
8469,3,3,5,Yes,Medium,Medium
8470,1,1,5,Yes,Low,Low
8471,5,5,2,Yes,High,High
8472,3,5,1,Yes,Medium,High
8473,2,2,5,Yes,Medium,Medium
8474,2,1,2,Yes,Medium,Low
8475,4,5,3,Yes,High,High
8481,5,3,4,Yes,High,Medium
8482,3,4,3,No,Medium,High
8483,4,5,2,Yes,High,High
8484,5,3,4,Yes,High,Medium
8485,2,5,1,Yes,Medium,High
8486,5,2,5,Yes,High,Medium
8487,1,4,3,No,Low,High
8488,3,3,2,Yes,Medium,Medium
8489,5,1,3,Yes,High,Low
8490,3,5,3,Yes,Medium,High
8491,5,3,4,No,High,Medium
8492,2,2,5,Yes,Medium,Medium
8493,4,5,3,Yes,High,High
8494,3,4,2,Yes,Medium,High
8495,1,5,1,Yes,Low,High
8496,5,4,5,No,High,High
8497,2,2,4,Yes,Medium,Medium
8498,4,5,4,Yes,High,High
8499,5,1,5,Yes,High,Low
8500,2,4,4,Yes,Medium,High
8501,5,5,1,No,High,High
8502,3,3,3,Yes,Medium,Medium
8503,1,5,5,Yes,Low,High
8504,5,4,4,Yes,High,High
8505,3,3,2,Yes,Medium,Medium
8506,2,3,4,Yes,Medium,Medium
8507,2,2,3,Yes,Medium,Medium
8508,4,5,4,No,High,High
8509,4,1,2,Yes,High,Low
8510,3,4,5,Yes,Medium,High
8511,5,5,4,Yes,High,High
8512,3,3,4,Yes,Medium,Medium
8513,1,2,5,Yes,Low,Medium
8514,5,5,1,Yes,High,High
8515,5,1,2,Yes,High,Low
8516,2,3,3,Yes,Medium,Medium
8517,1,5,4,No,Low,High
8518,5,4,3,Yes,High,High
8519,2,2,4,No,Medium,Medium
8520,3,3,2,Yes,Medium,Medium
8521,5,5,5,Yes,High,High
8522,3,3,3,No,Medium,Medium
8523,4,4,4,Yes,High,High
8524,5,5,5,Yes,High,High
8525,2,2,2,Yes,Medium,Medium
8526,5,5,5,Yes,High,High
8527,1,1,1,No,Low,Low
8528,3,3,3,Yes,Medium,Medium
8529,5,5,5,Yes,High,High
8530,3,3,3,Yes,Medium,Medium
8531,5,5,5,No,High,High
8532,2,2,2,Yes,Medium,Medium
8533,4,4,4,Yes,High,High
8534,3,3,3,Yes,Medium,Medium
8535,1,1,1,Yes,Low,Low
8536,5,5,5,No,High,High
8537,2,2,2,Yes,Medium,Medium
8538,4,4,4,Yes,High,High
8539,5,5,5,Yes,High,High
8540,2,2,2,Yes,Medium,Medium
8541,5,5,5,No,High,High
8542,3,3,3,Yes,Medium,Medium
8543,1,1,1,Yes,Low,Low
8544,5,5,5,Yes,High,High
8545,3,3,3,Yes,Medium,Medium
8546,2,2,2,Yes,Medium,Medium
8547,2,2,2,Yes,Medium,Medium
8548,4,4,4,No,High,High
8549,4,4,4,Yes,High,High
8550,3,3,3,Yes,Medium,Medium
8551,5,5,5,Yes,High,High
8552,3,3,3,Yes,Medium,Medium
8553,1,1,1,Yes,Low,Low
8554,5,5,5,Yes,High,High
8555,5,5,5,Yes,High,High
8556,2,2,2,Yes,Medium,Medium
8557,1,1,1,No,Low,Low
8558,5,5,5,Yes,High,High
8559,2,2,2,No,Medium,Medium
8560,3,3,3,Yes,Medium,Medium
8561,5,5,5,Yes,High,High
8562,3,3,3,No,Medium,Medium
8563,4,4,4,Yes,High,High
8564,5,5,5,Yes,High,High
8565,2,2,2,Yes,Medium,Medium
8566,5,5,5,Yes,High,High
8567,1,1,1,No,Low,Low
8568,3,3,3,Yes,Medium,Medium
8569,5,5,5,Yes,High,High
8570,3,3,3,Yes,Medium,Medium
8571,5,5,5,No,High,High
8572,2,2,2,Yes,Medium,Medium
8573,4,4,4,Yes,High,High
8574,3,3,3,Yes,Medium,Medium
8575,1,1,1,Yes,Low,Low
8576,5,5,5,No,High,High
8577,2,2,2,Yes,Medium,Medium
8578,4,4,4,Yes,High,High
8579,5,5,5,Yes,High,High
8580,2,2,2,Yes,Medium,Medium
8581,5,5,5,No,High,High
8582,3,3,3,Yes,Medium,Medium
8583,1,1,1,Yes,Low,Low
8584,5,5,5,Yes,High,High
8585,3,3,3,Yes,Medium,Medium
8586,2,2,2,Yes,Medium,Medium
8587,2,2,2,Yes,Medium,Medium
8588,4,4,4,No,High,High
8589,4,4,4,Yes,High,High
8590,3,3,3,Yes,Medium,Medium
8591,5,5,5,Yes,High,High
8592,3,3,3,Yes,Medium,Medium
8593,1,1,1,Yes,Low,Low
8594,5,5,5,Yes,High,High
8595,5,5,5,Yes,High,High
8596,2,2,2,Yes,Medium,Medium
8597,1,1,1,No,Low,Low
8598,5,5,5,Yes,High,High
8599,2,2,2,No,Medium,Medium
8600,3,3,3,Yes,Medium,Medium
8601,5,5,5,Yes,High,High
8602,3,3,3,No,Medium,Medium
8603,4,4,4,Yes,High,High
8604,5,5,5,Yes,High,High
8605,2,2,2,Yes,Medium,Medium
8606,5,5,5,Yes,High,High
8607,1,1,1,No,Low,Low
8608,3,3,3,Yes,Medium,Medium
8609,5,5,5,Yes,High,High
8610,3,3,3,Yes,Medium,Medium
8611,5,5,5,No,High,High
8612,2,2,2,Yes,Medium,Medium
8613,4,4,4,Yes,High,High
8614,3,3,3,Yes,Medium,Medium
8615,1,1,1,Yes,Low,Low
8616,5,5,5,No,High,High
8617,2,2,2,Yes,Medium,Medium
8618,4,4,4,Yes,High,High
8619,5,5,5,Yes,High,High
8620,2,2,2,Yes,Medium,Medium
8621,5,5,5,No,High,High
8622,3,3,3,Yes,Medium,Medium
8623,1,1,1,Yes,Low,Low
8624,5,5,5,Yes,High,High
8625,3,3,3,Yes,Medium,Medium
8626,2,2,2,Yes,Medium,Medium
8627,2,2,2,Yes,Medium,Medium
8628,4,4,4,No,High,High
8629,4,4,4,Yes,High,High
8630,3,3,3,Yes,Medium,Medium
8631,5,5,5,Yes,High,High
8632,3,3,3,Yes,Medium,Medium
8633,1,1,1,Yes,Low,Low
8634,4,4,4,Yes,High,High
8635,3,3,3,Yes,Medium,Medium
8636,1,1,1,Yes,Low,Low
8637,5,5,5,No,High,High
8638,2,2,2,Yes,Medium,Medium
8639,4,4,4,No,High,High
8640,5,5,5,Yes,High,High
8641,2,2,2,Yes,Medium,Medium
8642,5,5,5,No,High,High
8643,3,3,3,Yes,Medium,Medium
8644,1,1,1,Yes,Low,Low
8645,5,5,5,Yes,High,High
8646,3,3,3,Yes,Medium,Medium
8647,2,2,2,No,Medium,Medium
8648,2,2,2,Yes,Medium,Medium
8649,4,4,4,Yes,High,High
8650,4,4,4,Yes,High,High
8651,3,3,3,No,Medium,Medium
8652,5,5,5,Yes,High,High
8653,3,3,3,Yes,Medium,Medium
8654,1,1,1,Yes,Low,Low
8655,5,5,5,Yes,High,High
8656,5,5,5,No,High,High
8657,2,2,2,Yes,Medium,Medium
8658,1,1,1,Yes,Low,Low
8659,5,5,5,Yes,High,High
8660,2,2,2,Yes,Medium,Medium
8661,3,3,3,No,Medium,Medium
8662,5,5,5,Yes,High,High
8663,3,3,3,Yes,Medium,Medium
8664,4,4,4,Yes,High,High
8665,5,5,5,Yes,High,High
8666,2,2,2,Yes,Medium,Medium
8667,5,5,5,Yes,High,High
8668,1,1,1,No,Low,Low
8669,3,3,3,Yes,Medium,Medium
8670,5,5,5,Yes,High,High
8671,3,3,3,Yes,Medium,Medium
8672,5,5,5,Yes,High,High
8673,2,2,2,Yes,Medium,Medium
8674,4,4,4,Yes,High,High
8675,3,3,3,Yes,Medium,Medium
8676,1,1,1,Yes,Low,Low
8677,5,5,5,No,High,High
8678,2,2,2,Yes,Medium,Medium
8679,4,4,4,No,High,High
8680,5,5,5,Yes,High,High
8681,2,2,2,Yes,Medium,Medium
8682,5,5,5,No,High,High
8683,3,3,3,Yes,Medium,Medium
8684,1,1,1,Yes,Low,Low
8685,5,5,5,Yes,High,High
8686,3,3,3,Yes,Medium,Medium
8687,2,2,2,No,Medium,Medium
8688,2,2,2,Yes,Medium,Medium
8689,4,4,4,Yes,High,High
8690,4,4,4,Yes,High,High
8691,3,3,3,No,Medium,Medium
8692,5,5,5,Yes,High,High
8693,3,3,3,Yes,Medium,Medium
8694,1,1,1,Yes,Low,Low
8695,5,5,5,Yes,High,High
8696,5,5,5,No,High,High
8697,2,2,2,Yes,Medium,Medium
8698,1,1,1,Yes,Low,Low
8699,5,5,5,Yes,High,High
8700,2,2,2,Yes,Medium,Medium
8701,3,3,3,No,Medium,Medium
8702,5,5,5,Yes,High,High
8703,3,3,3,Yes,Medium,Medium
8704,4,4,4,Yes,High,High
8705,5,5,5,Yes,High,High
8706,2,2,2,Yes,Medium,Medium
8707,5,5,5,Yes,High,High
8708,1,1,1,No,Low,Low
8709,3,3,3,Yes,Medium,Medium
8710,5,5,5,Yes,High,High
8711,3,3,3,Yes,Medium,Medium
8712,5,5,5,Yes,High,High
8713,2,2,2,Yes,Medium,Medium
8714,4,4,4,Yes,High,High
8715,3,3,3,Yes,Medium,Medium
8716,1,1,1,Yes,Low,Low
8717,5,5,5,No,High,High
8718,2,2,2,Yes,Medium,Medium
8719,4,4,4,No,High,High
8720,5,5,5,Yes,High,High
8721,2,2,2,Yes,Medium,Medium
8722,5,5,5,No,High,High
8723,3,3,3,Yes,Medium,Medium
8724,1,1,1,Yes,Low,Low
8725,5,5,5,Yes,High,High
8726,3,3,3,Yes,Medium,Medium
8727,2,2,2,No,Medium,Medium
8728,2,2,2,Yes,Medium,Medium
8729,4,4,4,Yes,High,High
8730,4,4,4,Yes,High,High
8731,3,3,3,No,Medium,Medium
8732,5,5,5,Yes,High,High
8733,3,3,3,Yes,Medium,Medium
8734,1,1,1,Yes,Low,Low
8735,5,5,5,Yes,High,High
8736,5,5,5,No,High,High
8737,2,2,2,Yes,Medium,Medium
8738,1,1,1,Yes,Low,Low
8739,5,5,5,Yes,High,High
8740,2,2,2,Yes,Medium,Medium
8741,3,3,3,No,Medium,Medium
8742,5,5,5,Yes,High,High
8743,3,3,3,Yes,Medium,Medium
8744,4,4,4,Yes,High,High
8745,5,5,5,Yes,High,High
8746,2,2,2,Yes,Medium,Medium
8747,5,5,5,Yes,High,High
8748,1,1,1,No,Low,Low
8749,3,3,3,Yes,Medium,Medium
8750,5,5,5,Yes,High,High
8751,3,3,3,Yes,Medium,Medium
8752,5,5,5,Yes,High,High
8753,2,2,2,Yes,Medium,Medium
8754,4,4,4,Yes,High,High
8755,3,3,3,Yes,Medium,Medium
8756,1,1,1,Yes,Low,Low
8757,5,5,5,No,High,High
8758,2,2,2,Yes,Medium,Medium
8759,4,4,4,No,High,High
8760,5,5,5,Yes,High,High
8761,2,2,2,Yes,Medium,Medium
8762,5,5,5,No,High,High
8763,3,3,3,Yes,Medium,Medium
8764,1,1,1,Yes,Low,Low
8765,5,5,5,Yes,High,High
8766,3,3,3,Yes,Medium,Medium
8767,2,2,2,No,Medium,Medium
8768,2,2,2,Yes,Medium,Medium
8769,4,4,4,Yes,High,High
8770,4,4,4,Yes,High,High
8771,3,3,3,No,Medium,Medium
8772,5,5,5,Yes,High,High
8773,3,3,3,Yes,Medium,Medium
8774,1,1,1,Yes,Low,Low
8775,5,5,5,Yes,High,High
8776,5,5,5,No,High,High
8777,2,2,2,Yes,Medium,Medium
8778,1,1,1,Yes,Low,Low
8779,5,5,5,Yes,High,High
8780,2,2,2,Yes,Medium,Medium
8781,3,3,3,No,Medium,Medium
8782,5,5,5,Yes,High,High
8783,3,3,3,Yes,Medium,Medium
8784,4,4,4,Yes,High,High
8785,5,5,5,Yes,High,High
8786,2,2,2,Yes,Medium,Medium
8787,5,5,5,Yes,High,High
8788,1,1,1,No,Low,Low
8789,3,3,3,Yes,Medium,Medium
8790,5,5,5,Yes,High,High
8791,3,3,3,Yes,Medium,Medium
8792,5,5,5,Yes,High,High
8793,2,2,2,Yes,Medium,Medium
8794,4,4,4,Yes,High,High
8795,3,3,3,Yes,Medium,Medium
8796,1,1,1,Yes,Low,Low
8797,5,5,5,No,High,High
8798,2,2,2,Yes,Medium,Medium
8799,4,4,4,No,High,High
8800,5,5,5,Yes,High,High
8801,2,2,2,Yes,Medium,Medium
8802,5,5,5,No,High,High
8803,3,3,3,Yes,Medium,Medium
8804,1,1,1,Yes,Low,Low
8805,5,5,5,Yes,High,High
8806,3,3,3,Yes,Medium,Medium
8807,2,2,2,No,Medium,Medium
8808,2,2,2,Yes,Medium,Medium
8809,4,4,4,Yes,High,High
8810,4,4,4,Yes,High,High
8811,3,3,3,No,Medium,Medium
8812,5,5,5,Yes,High,High
8813,3,3,3,Yes,Medium,Medium
8814,1,1,1,Yes,Low,Low
8815,5,5,5,Yes,High,High
8816,5,5,5,No,High,High
8817,2,2,2,Yes,Medium,Medium
8818,1,1,1,Yes,Low,Low
8819,5,5,5,Yes,High,High
8820,2,2,2,Yes,Medium,Medium
8821,3,3,3,No,Medium,Medium
8845,5,5,5,Yes,High,High
8846,3,3,3,Yes,Medium,Medium
8847,4,2,2,No,High,Medium
8848,5,2,2,Yes,High,Medium
8849,2,4,4,Yes,Medium,High
8850,5,4,4,Yes,High,High
8851,1,3,3,No,Low,Medium
8852,3,5,5,Yes,Medium,High
8853,5,3,3,Yes,High,Medium
8854,3,1,1,Yes,Medium,Low
8855,5,5,5,Yes,High,High
8856,2,5,5,No,Medium,High
8857,4,2,2,Yes,High,Medium
8858,3,1,1,Yes,Medium,Low
8859,1,5,5,Yes,Low,High
8860,5,2,2,Yes,High,Medium
8861,2,3,3,No,Medium,Medium
8863,5,5,5,Yes,High,High
8864,2,3,3,Yes,Medium,Medium
8865,5,4,4,Yes,High,High
8866,3,5,5,Yes,Medium,High
8867,1,2,2,Yes,Low,Medium
8868,5,5,5,No,High,High
8869,3,1,1,Yes,Medium,Low
8870,2,3,3,No,Medium,Medium
8871,2,5,5,Yes,Medium,High
8872,4,3,3,No,High,Medium
8873,4,5,5,Yes,High,High
8874,3,2,2,Yes,Medium,Medium
8875,5,4,4,No,High,High
8876,3,3,3,Yes,Medium,Medium
8877,1,1,1,Yes,Low,Low
8878,5,5,5,Yes,High,High
8879,5,2,2,Yes,High,Medium
8880,2,4,4,No,Medium,High
8881,1,5,5,Yes,Low,High
8882,5,2,2,Yes,High,Medium
8883,2,5,5,Yes,Medium,High
8884,3,3,3,No,Medium,Medium
8885,5,1,1,Yes,High,Low
8886,3,5,5,Yes,Medium,High
8887,4,3,3,Yes,High,Medium
8888,5,2,2,Yes,High,Medium
8889,2,2,2,No,Medium,Medium
8890,5,4,4,Yes,High,High
8891,1,4,4,Yes,Low,High
8892,3,3,3,Yes,Medium,Medium
8893,5,5,5,Yes,High,High
8894,3,3,3,No,Medium,Medium
8895,5,1,1,Yes,High,Low
8896,2,5,5,Yes,Medium,High
8897,4,5,5,Yes,High,High
8898,3,2,2,Yes,Medium,Medium
8899,1,1,1,Yes,Low,Low
8900,5,5,5,Yes,High,High
8901,2,2,2,No,Medium,Medium
8902,4,3,3,Yes,High,Medium
8903,5,5,5,Yes,High,High
8904,2,3,3,Yes,Medium,Medium
8905,5,4,4,Yes,High,High
8906,3,5,5,Yes,Medium,High
8907,1,2,2,Yes,Low,Medium
8908,5,5,5,Yes,High,High
8909,3,1,1,Yes,Medium,Low
8910,2,3,3,No,Medium,Medium
8911,2,5,5,Yes,Medium,High
8912,4,3,3,No,High,Medium
8913,4,5,5,Yes,High,High
8914,3,2,2,Yes,Medium,Medium
8915,5,4,4,No,High,High
8916,3,3,3,Yes,Medium,Medium
8917,1,1,1,Yes,Low,Low
8918,5,5,5,Yes,High,High
